,file_name,machine,normal,anormal,artefacts,classification,view_classes_3,is_jaw,is_spine,split_anomaly,split_classification,train_val_test
4873,18_11-31_l,0,x,,x,10,2,1,0,test,test,train
4874,18_11-31_r,0,x,,,0,2,1,0,train,test,train
4875,18_11-32_l,0,x,,,0,3,1,1,train,train,train
4876,18_11-32_r,0,x,,,0,2,1,0,train,train,train
4877,18_11-33_l,0,x,,,0,2,1,0,train,train,test
4878,18_11-33_r,0,x,,,0,0,0,0,train,train,test
4879,18_11-34_l,0,x,,,0,2,1,0,train,train,train
4880,18_11-34_r,0,x,,,0,3,1,1,train,train,train
4881,18_11-35_l,0,x,,,0,2,1,0,train,train,train
4882,18_11-35_r,0,x,,x,10,2,1,0,test,train,train
4883,18_11-36_l,0,x,,,0,3,1,1,test,test,train
4884,18_11-36_r,0,x,,,0,1,0,1,train,test,train
4885,18_11-37_l,0,x,,,0,2,1,0,train,train,train
4886,18_11-37_r,0,x,,,0,2,1,0,train,train,train
4887,18_11-38_l,0,x,,,0,2,1,0,train,train,train
4888,18_11-38_r,0,x,,x,10,3,1,1,train,train,train
4889,18_11-39_l,0,x,,,0,2,1,0,train,train,train
4890,18_11-39_r,0,x,,,0,2,1,0,train,train,train
4891,18_11-40_l,0,,x,,8,3,1,1,test,test,val
4892,18_11-40_r,0,x,,x,10,2,1,0,test,test,val
4893,18_11-41_l,0,x,,,0,2,1,0,train,train,train
4894,18_11-41_r,0,x,,,0,2,1,0,train,train,train
4895,18_11-42_l,0,x,,,0,1,0,1,train,train,train
4896,18_11-42_r,0,x,,,0,0,0,0,train,train,train
4897,18_11-43_l,0,x,,,0,3,1,1,train,train,train
4898,18_11-43_r,0,x,,,0,3,1,1,train,train,train
4899,18_11-44_l,0,x,,,0,3,1,1,train,train,train
4900,18_11-44_r,0,x,,,0,3,1,1,train,train,train
4901,18_11-45_l,0,x,,,0,3,1,1,train,train,train
4902,18_11-45_r,0,x,,,0,3,1,1,train,train,train
4903,18_11-46_l,0,x,,,0,0,0,0,train,train,train
4904,18_11-46_r,0,x,,,0,2,1,0,train,train,train
4905,18_11-47_l,0,x,,,0,2,1,0,train,train,train
4906,18_11-47_r,0,x,,,0,2,1,0,train,train,train
4907,18_11-48_l,0,x,,,0,3,1,1,train,train,train
4908,18_11-48_r,0,x,,,0,3,1,1,train,train,train
4909,18_11-49_l,0,x,,,0,3,1,1,train,train,train
4910,18_11-49_r,0,x,,,0,3,1,1,train,train,train
4911,18_11-50_l,0,x,,,0,2,1,0,train,train,train
4912,18_11-50_r,0,x,,,0,2,1,0,train,train,train
4913,18_11-51_l,0,?,?,,7,2,1,0,test,test,test
4914,18_11-51_r,0,x,,,0,2,1,0,train,test,test
4915,18_11-52_l,0,x,,,0,2,1,0,train,train,train
4916,18_11-52_r,0,x,,,0,2,1,0,train,train,train
4917,18_11-53_l,0,x,,,0,2,1,0,train,train,train
4918,18_11-53_r,0,x,,,0,2,1,0,train,train,train
4919,18_11-54_l,0,x,,,0,2,1,0,train,train,train
4920,18_11-54_r,0,x,,,0,2,1,0,train,train,train
4921,18_11-55_l,0,x,,,0,2,1,0,train,train,train
4922,18_11-55_r,0,x,,,0,2,1,0,train,train,train
4923,18_11-56_l,0,x,,,0,2,1,0,train,train,train
4924,18_11-56_r,0,x,,,0,2,1,0,train,train,train
4925,18_11-57_l,0,x,,,0,2,1,0,train,train,test
4926,18_11-57_r,0,x,,,0,2,1,0,train,train,test
4927,18_11-58_l,0,x,,,0,3,1,1,train,train,train
4928,18_11-58_r,0,x,,,0,3,1,1,train,train,train
4929,18_11-59_l,0,x,,,0,2,1,0,train,train,train
4930,18_11-59_r,0,x,,,0,2,1,0,train,train,train
4931,18_11-60_l,0,x,,,0,2,1,0,train,train,test
4932,18_11-60_r,0,x,,,0,2,1,0,train,train,test
4933,18_11-61_l,0,x,,,0,0,0,0,train,train,train
4934,18_11-61_r,0,x,,,0,2,1,0,train,train,train
4935,18_11-62_l,0,,x,,8,2,1,0,test,test,val
4936,18_11-62_r,0,x,,,0,2,1,0,train,test,val
4937,18_11-63_l,0,x,,,0,2,1,0,train,train,train
4938,18_11-63_r,0,x,,,0,2,1,0,train,train,train
4939,18_11-64_l,0,x,,,0,2,1,0,train,train,test
4940,18_11-64_r,0,x,,,0,3,1,1,train,train,test
4941,18_11-65_l,0,,x,,8,2,1,0,test,test,test
4942,18_11-65_r,0,x,,,0,2,1,0,train,test,test
4943,18_11-66_l,0,x,,,0,2,1,0,train,train,train
4944,18_11-66_r,0,x,,,0,0,0,0,train,train,train
4945,18_11-67_l,0,x,,,0,2,1,0,test,test,train
4946,18_11-67_r,0,x,,,0,2,1,0,test,test,train
4947,18_11-68_l,0,x,,,0,2,1,0,train,train,train
4948,18_11-68_r,0,x,,,0,3,1,1,train,train,train
4949,18_11-69_l,0,,x,,8,2,1,0,test,test,test
4950,18_11-69_r,0,,x,,8,2,1,0,test,test,test
4951,18_11-70_l,0,x,,x,10,2,1,0,test,test,train
4952,18_11-70_r,0,x,,x,10,2,1,0,test,test,train
4953,18_11-71_l,0,x,,,0,2,1,0,train,train,test
4954,18_11-71_r,0,x,,,0,2,1,0,train,train,test
4955,18_11-72_l,0,x,,x,10,3,1,1,test,test,train
4956,18_11-72_r,0,x,,x,10,3,1,1,test,test,train
4957,18_11-73_l,0,,x,,8,3,1,1,test,test,val
4958,18_11-73_r,0,,x,,8,3,1,1,test,test,val
4959,18_11-74_l,0,,?,,7,0,0,0,test,test,val
4960,18_11-74_r,0,,x,,8,0,0,0,test,test,val
4961,18_11-75_l,0,x,,,0,2,1,0,train,train,train
4962,18_11-75_r,0,x,,,0,2,1,0,train,train,train
4963,18_11-76_l,0,x,,,0,3,1,1,train,train,val
4964,18_11-76_r,0,x,,,0,3,1,1,train,train,val
4965,18_11-77_l,0,?,?,,7,0,0,0,test,test,val
4966,18_11-77_r,0,x,,,0,0,0,0,train,test,val
4967,18_11-78_l,0,x,,,0,2,1,0,train,train,test
4968,18_11-78_r,0,x,,,0,2,1,0,train,train,test
4969,18_11-79_l,0,x,,,0,2,1,0,train,train,test
4970,18_11-79_r,0,x,,,0,2,1,0,train,train,test
4971,18_11-80_l,0,x,,,0,2,1,0,train,train,train
4972,18_11-80_r,0,x,,,0,2,1,0,train,train,train
4973,18_11-81_l,0,x,,,0,3,1,1,train,train,test
4974,18_11-81_r,0,x,,,0,3,1,1,train,train,test
4975,18_11-82_l,0,x,,,0,2,1,0,train,train,train
4976,18_11-82_r,0,x,,,0,2,1,0,train,train,train
4977,18_11-83_l,0,x,,,0,2,1,0,train,train,train
4978,18_11-83_r,0,x,,,0,2,1,0,train,train,train
4979,18_11-84_l,0,x,,,0,3,1,1,train,train,train
4980,18_11-84_r,0,x,,,0,3,1,1,train,train,train
4981,18_11-85_l,0,x,,,0,3,1,1,train,train,test
4982,18_11-85_r,0,?,?,,7,3,1,1,test,train,test
4983,18_11-86_l,0,x,,,0,2,1,0,train,train,train
4984,18_11-86_r,0,x,,,0,3,1,1,train,train,train
4985,18_11-87_l,0,x,,,0,3,1,1,train,train,val
4986,18_11-87_r,0,x,,x,10,3,1,1,test,train,val
4987,18_11-88_l,0,x,,x,10,2,1,0,test,test,train
4988,18_11-88_r,0,x,,,0,2,1,0,train,test,train
4989,18_11-89_l,0,x,,?,0,2,1,0,test,test,train
4990,18_11-89_r,0,x,,?,0,2,1,0,test,test,train
4991,18_11-90_l,0,x,,,0,2,1,0,train,train,train
4992,18_11-90_r,0,x,,,0,2,1,0,train,train,train
4993,18_11-91_l,0,x,,,0,2,1,0,train,train,train
4994,18_11-91_r,0,x,,,0,2,1,0,train,train,train
4995,18_11-92_l,0,x,,,0,2,1,0,train,train,train
4996,18_11-92_r,0,x,,,0,2,1,0,train,train,train
4997,18_11-93_l,0,x,,,0,2,1,0,train,train,val
4998,18_11-93_r,0,x,,,0,2,1,0,train,train,val
4999,18_11-94_l,0,x,,,0,3,1,1,train,train,train
5000,18_11-94_r,0,x,,x,10,3,1,1,test,train,train
5001,18_11-95_l,0,x,,,0,0,0,0,train,train,train
5002,18_11-95_r,0,x,,,0,2,1,0,train,train,train
5003,18_11-96_l,0,x,,,0,2,1,0,train,train,train
5004,18_11-96_r,0,x,,x,10,2,1,0,test,train,train
5005,18_11-97_l,0,x,,,0,2,1,0,train,train,test
5006,18_11-97_r,0,x,,,0,2,1,0,train,train,test
5007,18_11-98_l,0,x,,,0,0,0,0,train,train,test
5008,18_11-98_r,0,?,?,,7,2,1,0,test,train,test
5009,18_11-99_l,0,,x,,8,2,1,0,test,test,test
5010,18_11-99_r,0,x,,,0,3,1,1,train,test,test
5011,18_11-100_l,0,x,,,0,2,1,0,train,train,train
5012,18_11-100_r,0,x,,,0,2,1,0,train,train,train
5013,18_11-101_l,0,x,,x,10,2,1,0,test,test,train
5014,18_11-101_r,0,x,,x,10,0,0,0,test,test,train
5015,18_11-102_l,0,?,?,,7,3,1,1,test,test,test
5016,18_11-102_r,0,x,,,0,3,1,1,train,test,test
5017,18_11-103_l,0,,x,,8,3,1,1,test,test,test
5018,18_11-103_r,0,,x,,8,3,1,1,test,test,test
5019,18_11-104_l,0,x,,,0,2,1,0,train,train,val
5020,18_11-104_r,0,x,,,0,2,1,0,train,train,val
5021,18_11-105_l,0,x,,,0,3,1,1,train,train,train
5022,18_11-105_r,0,x,,,0,3,1,1,train,train,train
5023,18_11-106_l,0,x,,,0,3,1,1,train,train,train
5024,18_11-106_r,0,x,,,0,3,1,1,train,train,train
5025,18_11-107_l,0,x,,,0,2,1,0,train,train,val
5026,18_11-107_r,0,?,?,,7,3,1,1,test,train,val
5027,18_11-108_l,0,x,,,0,2,1,0,train,train,train
5028,18_11-108_r,0,x,,,0,2,1,0,train,train,train
5029,18_11-109_l,0,?,?,,7,2,1,0,test,test,test
5030,18_11-109_r,0,x,,,0,2,1,0,train,test,test
5031,18_11-110_l,0,x,,,0,2,1,0,train,train,train
5032,18_11-110_r,0,x,,,0,2,1,0,train,train,train
5033,18_11-111_l,0,x,,x,10,2,1,0,test,test,train
5034,18_11-111_r,0,x,,,0,2,1,0,train,test,train
5035,18_11-112_l,0,x,,,0,2,1,0,train,train,train
5036,18_11-112_r,0,x,,,0,2,1,0,train,train,train
5037,18_11-113_l,0,x,,,0,3,1,1,train,train,train
5038,18_11-113_r,0,x,,,0,3,1,1,train,train,train
5039,18_11-114_l,0,x,,,0,3,1,1,train,train,train
5040,18_11-114_r,0,x,,,0,3,1,1,train,train,train
5041,18_11-115_l,0,,x,,8,2,1,0,test,test,val
5042,18_11-115_r,0,,x,,8,3,1,1,test,test,val
5043,18_11-116_l,1,,x,,8,1,0,1,test,test,test
5044,18_11-116_r,1,,x,,8,3,1,1,test,test,test
5045,18_11-117_l,1,,x,,8,1,0,1,test,test,test
5046,18_11-117_r,1,x,,,0,3,1,1,train,test,test
5047,18_11-118_l,1,x,,,0,0,0,0,train,train,train
5048,18_11-118_r,1,x,,,0,2,1,0,train,train,train
5049,18_11-119_l,1,x,,,0,3,1,1,train,train,train
5050,18_11-119_r,1,x,,,0,3,1,1,train,train,train
5051,18_11-120_l,1,x,,,0,0,0,0,train,train,train
5052,18_11-120_r,1,x,,,0,3,1,1,train,train,train
5053,18_11-121_l,1,x,,,0,1,0,1,train,train,train
5054,18_11-121_r,1,x,,,0,3,1,1,train,train,train
5055,18_11-122_l,1,x,,,0,2,1,0,train,train,val
5056,18_11-122_r,1,?,?,,7,2,1,0,test,train,val
5057,18_11-123_l,1,x,,,0,1,0,1,train,train,train
5058,18_11-123_r,1,x,,,0,1,0,1,train,train,train
5059,18_11-124_l,1,x,,,0,2,1,0,train,train,train
5060,18_11-124_r,1,x,,,0,2,1,0,train,train,train
5061,18_11-125_l,1,x,,,0,2,1,0,train,train,train
5062,18_11-125_r,1,x,,,0,2,1,0,train,train,train
5063,18_11-126_l,1,x,,,0,1,0,1,train,train,train
5064,18_11-126_r,1,x,,,0,1,0,1,train,train,train
5065,18_11-127_l,1,x,,,0,1,0,1,train,train,test
5066,18_11-127_r,1,x,,,0,1,0,1,train,train,test
5067,18_11-128_l,1,x,,,0,2,1,0,train,train,train
5068,18_11-128_r,1,x,,,0,2,1,0,train,train,train
5069,18_11-129_l,1,x,,,0,0,0,0,train,train,train
5070,18_11-129_r,1,x,,,0,2,1,0,train,train,train
5071,18_11-130_l,1,x,,,0,2,1,0,train,train,train
5072,18_11-130_r,1,x,,,0,2,1,0,train,train,train
5073,18_11-131_l,1,x,,,0,2,1,0,train,train,train
5074,18_11-131_r,1,x,,,0,2,1,0,train,train,train
5075,18_11-132_l,1,x,,,0,3,1,1,train,train,train
5076,18_11-132_r,1,x,,,0,3,1,1,train,train,train
5077,18_11-133_l,1,x,,,0,3,1,1,train,train,train
5078,18_11-133_r,1,x,,,0,3,1,1,train,train,train
5079,18_11-134_l,1,x,,,0,2,1,0,train,train,train
5080,18_11-134_r,1,x,,,0,2,1,0,train,train,train
5081,18_11-135_l,1,x,,,0,2,1,0,train,train,train
5082,18_11-135_r,1,x,,,0,0,0,0,train,train,train
5083,18_11-136_l,1,x,,,0,1,0,1,train,train,test
5084,18_11-136_r,1,x,,,0,3,1,1,train,train,test
5085,18_11-137_l,1,x,,,0,3,1,1,train,train,val
5086,18_11-137_r,1,,x,,8,3,1,1,test,train,val
5087,18_11-138_l,1,x,,,0,2,1,0,train,train,train
5088,18_11-138_r,1,x,,,0,2,1,0,train,train,train
5089,18_11-139_l,1,x,,,0,2,1,0,train,train,train
5090,18_11-139_r,1,x,,,0,3,1,1,train,train,train
5091,18_11-140_l,1,x,,,0,2,1,0,train,train,train
5092,18_11-140_r,1,x,,,0,3,1,1,train,train,train
5093,18_11-141_l,1,x,,,0,0,0,0,train,train,train
5094,18_11-141_r,1,x,,,0,0,0,0,train,train,train
5095,18_11-142_l,1,x,,,0,3,1,1,train,train,val
5096,18_11-142_r,1,x,,,0,3,1,1,train,train,val
5097,18_11-143_l,1,x,,,0,1,0,1,train,train,train
5098,18_11-143_r,1,x,,,0,1,0,1,train,train,train
5099,18_11-144_l,1,x,,,0,2,1,0,train,train,train
5100,18_11-144_r,1,x,,,0,2,1,0,train,train,train
5101,18_11-145_l,1,x,,,0,2,1,0,train,train,train
5102,18_11-145_r,1,x,,,0,2,1,0,train,train,train
5103,18_11-146_l,1,x,,,0,2,1,0,train,train,train
5104,18_11-146_r,1,x,,,0,2,1,0,train,train,train
5105,18_11-147_l,1,x,,,0,2,1,0,train,train,train
5106,18_11-147_r,1,x,,,0,2,1,0,train,train,train
5107,18_11-148_l,1,x,,,0,1,0,1,train,train,val
5108,18_11-148_r,1,x,,,0,1,0,1,train,train,val
5109,18_11-149_l,1,x,,,0,3,1,1,train,train,train
5110,18_11-149_r,1,x,,,0,3,1,1,train,train,train
5111,18_11-150_l,1,x,,,0,3,1,1,train,train,train
5112,18_11-150_r,1,x,,,0,3,1,1,train,train,train
5113,18_11-151_l,1,?,?,,7,1,0,1,test,test,test
5114,18_11-151_r,1,x,,,0,3,1,1,train,test,test
5115,18_11-152_l,1,x,,,0,2,1,0,train,train,train
5116,18_11-152_r,1,x,,,0,2,1,0,train,train,train
5117,18_11-153_l,1,x,,,0,2,1,0,train,train,train
5118,18_11-153_r,1,x,,,0,2,1,0,train,train,train
5119,18_11-154_l,1,x,,,0,2,1,0,train,train,train
5120,18_11-154_r,1,x,,,0,2,1,0,train,train,train
5121,18_11-155_l,1,x,,,0,2,1,0,train,train,train
5122,18_11-155_r,1,x,,,0,0,0,0,train,train,train
5123,18_11-156_l,1,x,,,0,1,0,1,train,train,train
5124,18_11-156_r,1,x,,,0,3,1,1,train,train,train
5125,18_11-157_l,1,,x,,8,1,0,1,test,test,val
5126,18_11-157_r,1,x,,,0,3,1,1,train,test,val
5127,18_11-158_l,1,x,,,0,1,0,1,train,train,train
5128,18_11-158_r,1,x,,,0,1,0,1,train,train,train
5129,18_11-159_l,1,x,,,0,1,0,1,train,train,train
5130,18_11-159_r,1,x,,,0,3,1,1,train,train,train
5131,18_11-160_l,1,x,,,0,2,1,0,train,train,train
5132,18_11-160_r,1,x,,,0,3,1,1,train,train,train
5133,18_11-161_l,1,x,,,0,3,1,1,train,train,train
5134,18_11-161_r,1,x,,,0,3,1,1,train,train,train
5135,18_11-162_l,1,x,,,0,2,1,0,train,train,train
5136,18_11-162_r,1,x,,,0,2,1,0,train,train,train
5137,18_11-163_l,1,x,,,0,2,1,0,train,train,val
5138,18_11-163_r,1,x,,,0,2,1,0,train,train,val
5139,18_11-164_l,1,,x,,8,3,1,1,test,test,val
5140,18_11-164_r,1,x,,,0,3,1,1,train,test,val
5141,18_11-165_l,1,x,,,0,1,0,1,train,train,train
5142,18_11-165_r,1,x,,,0,1,0,1,train,train,train
5143,18_11-166_l,1,x,,,0,2,1,0,train,train,train
5144,18_11-166_r,1,x,,,0,2,1,0,train,train,train
5145,18_11-167_l,1,x,,,0,2,1,0,train,train,train
5146,18_11-167_r,1,x,,,0,2,1,0,train,train,train
5147,18_11-168_l,1,x,,,0,2,1,0,train,train,train
5148,18_11-168_r,1,x,,,0,2,1,0,train,train,train
5149,18_11-169_l,1,x,,,0,3,1,1,train,train,train
5150,18_11-169_r,1,x,,,0,3,1,1,train,train,train
5151,18_11-170_l,1,x,,,0,0,0,0,train,train,train
5152,18_11-170_r,1,x,,,0,0,0,0,train,train,train
5153,18_11-171_l,1,x,,,0,2,1,0,train,train,train
5154,18_11-171_r,1,x,,,0,2,1,0,train,train,train
5155,18_11-172_l,1,x,,x,10,1,0,1,test,test,train
5156,18_11-172_r,1,x,,,0,1,0,1,train,test,train
5157,18_11-173_l,1,x,,,0,2,1,0,train,train,train
5158,18_11-173_r,1,x,,,0,2,1,0,train,train,train
5159,18_11-174_l,1,x,,,0,2,1,0,train,train,train
5160,18_11-174_r,1,x,,,0,2,1,0,train,train,train
5161,18_11-175_l,1,x,,,0,2,1,0,train,train,train
5162,18_11-175_r,1,x,,,0,2,1,0,train,train,train
5163,18_11-176_l,1,x,,,0,0,0,0,train,train,test
5164,18_11-176_r,1,x,,,0,2,1,0,train,train,test
5165,18_11-177_l,1,x,,,0,3,1,1,test,test,val
5166,18_11-177_r,1,x,,,0,3,1,1,train,test,val
5167,18_11-178_l,1,x,,,0,1,0,1,train,train,train
5168,18_11-178_r,1,x,,,0,3,1,1,train,train,train
5169,18_11-179_l,1,x,,,0,2,1,0,train,train,train
5170,18_11-179_r,1,x,,,0,2,1,0,train,train,train
5171,18_11-180_l,1,x,,,0,1,0,1,train,train,train
5172,18_11-180_r,1,x,,,0,3,1,1,train,train,train
5173,18_11-181_l,1,x,,,0,3,1,1,train,train,train
5174,18_11-181_r,1,x,,,0,3,1,1,train,train,train
5175,18_11-182_l,1,x,,,0,3,1,1,train,train,test
5176,18_11-182_r,1,x,,,0,3,1,1,train,train,test
5177,18_11-183_l,1,x,,,0,1,0,1,train,train,train
5178,18_11-183_r,1,x,,,0,3,1,1,train,train,train
5179,18_11-184_l,1,x,,,0,1,0,1,train,train,train
5180,18_11-184_r,1,x,,,0,1,0,1,train,train,train
5181,18_11-185_l,1,x,,,0,1,0,1,train,train,train
5182,18_11-185_r,1,x,,,0,1,0,1,train,train,train
5183,18_11-186_l,1,x,,,0,2,1,0,train,train,train
5184,18_11-186_r,1,x,,,0,3,1,1,train,train,train
5185,18_11-187_l,1,x,,,0,1,0,1,train,train,train
5186,18_11-187_r,1,x,,,0,3,1,1,train,train,train
5187,18_11-188_l,1,x,,,0,1,0,1,train,train,train
5188,18_11-188_r,1,x,,,0,3,1,1,train,train,train
5189,18_11-189_l,1,x,,,0,2,1,0,train,train,train
5190,18_11-189_r,1,x,,,0,0,0,0,train,train,train
5191,18_11-190_l,1,x,,,0,1,0,1,train,train,val
5192,18_11-190_r,1,x,,,0,3,1,1,train,train,val
5193,18_11-191_l,1,x,,,0,2,1,0,train,train,test
5194,18_11-191_r,1,x,,,0,2,1,0,train,train,test
5195,18_11-192_l,1,x,,,0,2,1,0,train,train,train
5196,18_11-192_r,1,x,,,0,2,1,0,train,train,train
5197,18_11-193_l,1,x,,,0,3,1,1,train,train,train
5198,18_11-193_r,1,x,,,0,1,0,1,train,train,train
5199,18_11-194_l,1,x,,,0,1,0,1,train,train,train
5200,18_11-194_r,1,x,,,0,3,1,1,train,train,train
5201,18_11-195_l,1,x,,,0,3,1,1,train,train,train
5202,18_11-195_r,1,x,,,0,3,1,1,train,train,train
5203,18_11-196_l,1,x,,,0,3,1,1,train,train,train
5204,18_11-196_r,1,x,,,0,3,1,1,train,train,train
5205,18_11-197_l,1,x,,,0,2,1,0,train,train,train
5206,18_11-197_r,1,x,,,0,2,1,0,train,train,train
5207,18_11-198_l,1,?,?,?,7,0,0,0,test,test,val
5208,18_11-198_r,1,?,?,?,7,2,1,0,test,test,val
5209,18_11-199_l,1,x,,,0,2,1,0,train,train,train
5210,18_11-199_r,1,x,,,0,2,1,0,train,train,train
5211,18_11-200_l,1,x,,,0,0,0,0,train,train,train
5212,18_11-200_r,1,x,,,0,0,0,0,train,train,train
5213,18_11-201_l,1,x,,,0,1,0,1,train,train,train
5214,18_11-201_r,1,x,,,0,3,1,1,train,train,train
5215,18_11-202_l,1,x,,,0,1,0,1,train,train,train
5216,18_11-202_r,1,x,,,0,1,0,1,train,train,train
5217,18_11-203_l,1,x,,,0,0,0,0,train,train,train
5218,18_11-203_r,1,x,,,0,2,1,0,train,train,train
5219,18_11-204_l,1,x,,,0,1,0,1,train,train,train
5220,18_11-204_r,1,x,,,0,1,0,1,train,train,train
5221,18_11-205_l,1,x,,,0,1,0,1,train,train,train
5222,18_11-205_r,1,x,,,0,3,1,1,train,train,train
5223,18_11-206_l,1,x,,,0,3,1,1,train,train,train
5224,18_11-206_r,1,x,,,0,3,1,1,train,train,train
5225,18_11-207_l,1,x,,,0,3,1,1,train,train,val
5226,18_11-207_r,1,x,,,0,2,1,0,train,train,val
5227,18_11-208_l,1,x,,,0,1,0,1,train,train,train
5228,18_11-208_r,1,x,,,0,3,1,1,train,train,train
5229,18_11-209_l,1,x,,,0,2,1,0,train,train,train
5230,18_11-209_r,1,x,,,0,2,1,0,train,train,train
5231,18_11-210_l,1,x,,,0,3,1,1,train,train,train
5232,18_11-210_r,1,x,,,0,3,1,1,train,train,train
5233,18_11-211_l,1,x,,,0,3,1,1,train,train,train
5234,18_11-211_r,1,x,,,0,3,1,1,train,train,train
5235,18_11-212_l,1,x,,,0,1,0,1,train,train,train
5236,18_11-212_r,1,x,,,0,1,0,1,train,train,train
5237,18_11-213_l,1,x,,,0,1,0,1,train,train,train
5238,18_11-213_r,1,x,,,0,1,0,1,train,train,train
5239,18_11-214_l,1,x,,,0,0,0,0,train,train,train
5240,18_11-214_r,1,x,,,0,0,0,0,train,train,train
5241,18_11-215_l,1,x,,,0,0,0,0,train,train,train
5242,18_11-215_r,1,x,,,0,1,0,1,train,train,train
5243,18_11-216_l,1,x,,,0,2,1,0,train,train,train
5244,18_11-216_r,1,x,,,0,2,1,0,train,train,train
5245,18_11-217_l,1,x,,,0,3,1,1,train,train,train
5246,18_11-217_r,1,x,,,0,1,0,1,train,train,train
5247,18_11-218_l,1,x,,,0,1,0,1,train,train,train
5248,18_11-218_r,1,x,,,0,1,0,1,train,train,train
5249,18_11-219_l,1,x,,,0,1,0,1,train,train,train
5250,18_11-219_r,1,x,,,0,2,1,0,train,train,train
5251,18_11-220_l,1,x,,,0,3,1,1,train,train,train
5252,18_11-220_r,1,x,,,0,3,1,1,train,train,train
5253,18_11-221_l,1,x,,,0,3,1,1,train,train,train
5254,18_11-221_r,1,x,,,0,2,1,0,train,train,train
5255,18_11-222_l,1,x,,,0,3,1,1,train,train,train
5256,18_11-222_r,1,x,,,0,2,1,0,train,train,train
5257,18_11-223_l,1,x,,,0,2,1,0,train,train,train
5258,18_11-223_r,1,x,,,0,2,1,0,train,train,train
5259,18_11-224_l,1,x,,,0,1,0,1,train,train,train
5260,18_11-224_r,1,x,,,0,1,0,1,train,train,train
5261,18_11-225_l,1,x,,,0,0,0,0,train,train,train
5262,18_11-225_r,1,x,,,0,2,1,0,train,train,train
5263,18_11-226_l,1,x,,,0,3,1,1,train,train,train
5264,18_11-226_r,1,x,,,0,3,1,1,train,train,train
5265,18_11-227_l,1,x,,,0,1,0,1,train,train,test
5266,18_11-227_r,1,x,,,0,3,1,1,train,train,test
5267,18_11-228_l,1,,x,,8,2,1,0,test,test,test
5268,18_11-228_r,1,x,,,0,2,1,0,train,test,test
5269,18_11-229_l,1,x,,,0,2,1,0,train,train,train
5270,18_11-229_r,1,x,,,0,2,1,0,train,train,train
5271,18_11-230_l,1,x,,,0,1,0,1,train,train,train
5272,18_11-230_r,1,x,,,0,3,1,1,train,train,train
5273,18_11-231_l,1,x,,,0,3,1,1,train,train,train
5274,18_11-231_r,1,x,,,0,3,1,1,train,train,train
5275,18_12-0_l,0,x,,,0,3,1,1,train,train,train
5276,18_12-0_r,0,x,,,0,3,1,1,train,train,train
5277,18_12-1_l,0,x,,,0,3,1,1,train,train,train
5278,18_12-1_r,0,x,,,0,3,1,1,train,train,train
5279,18_12-2_l,0,x,,,0,2,1,0,train,train,train
5280,18_12-2_r,0,x,,,0,3,1,1,train,train,train
5281,18_12-3_l,0,x,,,0,2,1,0,train,train,train
5282,18_12-3_r,0,x,,,0,2,1,0,train,train,train
5283,18_12-4_l,0,?,?,,7,3,1,1,test,test,test
5284,18_12-4_r,0,?,?,,7,3,1,1,test,test,test
5285,18_12-5_l,0,x,,,0,2,1,0,train,train,train
5286,18_12-5_r,0,x,,,0,2,1,0,train,train,train
5287,18_12-6_l,0,x,,,0,2,1,0,train,train,train
5288,18_12-6_r,0,x,,,0,2,1,0,train,train,train
5289,18_12-7_l,0,x,,,0,2,1,0,train,train,train
5290,18_12-7_r,0,x,,,0,2,1,0,train,train,train
5291,18_12-8_l,0,x,,,0,3,1,1,train,train,train
5292,18_12-8_r,0,x,,,0,3,1,1,train,train,train
5293,18_12-9_l,0,x,,,0,3,1,1,train,train,test
5294,18_12-9_r,0,x,,,0,3,1,1,train,train,test
5295,18_12-10_l,0,,x,,8,1,0,1,test,test,test
5296,18_12-10_r,0,,x,,8,1,0,1,test,test,test
5297,18_12-11_l,0,x,,,0,2,1,0,train,train,train
5298,18_12-11_r,0,x,,,0,2,1,0,train,train,train
5299,18_12-12_l,0,x,,,0,2,1,0,train,train,train
5300,18_12-12_r,0,x,,,0,2,1,0,train,train,train
5301,18_12-13_l,0,x,,,0,2,1,0,train,train,train
5302,18_12-13_r,0,x,,,0,2,1,0,train,train,train
5303,18_12-14_l,0,x,,,0,3,1,1,train,train,test
5304,18_12-14_r,0,x,,,0,3,1,1,train,train,test
5305,18_12-15_l,0,x,,,0,2,1,0,train,train,train
5306,18_12-15_r,0,x,,,0,2,1,0,train,train,train
5307,18_12-16_l,0,x,,,0,2,1,0,train,train,train
5308,18_12-16_r,0,x,,,0,2,1,0,train,train,train
5309,18_12-17_l,0,x,,,0,2,1,0,train,train,train
5310,18_12-17_r,0,x,,,0,2,1,0,train,train,train
5311,18_12-18_l,0,x,,,0,3,1,1,train,train,train
5312,18_12-18_r,0,x,,,0,3,1,1,train,train,train
5313,18_12-19_l,0,x,,,0,3,1,1,train,train,train
5314,18_12-19_r,0,x,,,0,3,1,1,train,train,train
5315,18_12-20_l,0,x,,,0,2,1,0,train,train,train
5316,18_12-20_r,0,x,,,0,3,1,1,train,train,train
5317,18_12-21_l,0,x,,x,10,2,1,0,train,train,train
5318,18_12-21_r,0,x,,,0,2,1,0,train,train,train
5319,18_12-22_l,0,x,,,0,2,1,0,train,train,train
5320,18_12-22_r,0,x,,,0,3,1,1,train,train,train
